timestamp,mode,language,gestures_detected,final_output,confidence_avg
2026-01-28 19:45:46,sentence,English,"ROCK,GOOD,SORRY,GOOD,ROCK,I_LOVE_YOU,ROCK",Rock on! Good Sorry Good Rock on! I love you Rock on!,0.0
